service_provider,service_model,theme_field,theme_value,normalised_theme_value,count,total_model_runs,percentage
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, education, public services; near community center, grocery store, park; transit access to supermarkets/medical/cultural events","good access to healthcare, education, public services; near community center, grocery store, park; transit access to supermarkets/medical/cultural events",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to grocery stores, cafes, restaurants, public transportation; local gym; community gardening project","good access to grocery stores, cafes, restaurants, public transportation; local gym; community gardening project",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to high-speed internet, cable TV, subscriptions; online shopping/banking/bills; parks/recreation/cultural venues nearby","easy access to high-speed internet, cable tv, subscriptions; online shopping/banking/bills; parks/recreation/cultural venues nearby",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to community center, grocery stores, schools, parks, transit hubs; healthcare via hospital and community clinic","access to community center, grocery stores, schools, parks, transit hubs; healthcare via hospital and community clinic",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Walking distance to groceries, cafes/restaurants, gym, community center, parks; hospitals/clinics within short drive","walking distance to groceries, cafes/restaurants, gym, community center, parks; hospitals/clinics within short drive",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Walkable groceries/restaurants/cafes; gym in building; community health clinic; uses on-demand food delivery and laundry,walkable groceries/restaurants/cafes; gym in building; community health clinic; uses on-demand food delivery and laundry,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to healthcare, education, entertainment; uses community center, parks, recreational facilities","high access to healthcare, education, entertainment; uses community center, parks, recreational facilities",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, education, shopping, dining, entertainment; employer-provided health insurance; nearby clinic for check-ups","easy access to healthcare, education, shopping, dining, entertainment; employer-provided health insurance; nearby clinic for check-ups",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to public transportation, grocery stores, schools, parks, community centers; library membership; community events/programs","good access to public transportation, grocery stores, schools, parks, community centers; library membership; community events/programs",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to groceries, restaurants/cafes, fitness centers, healthcare; uses supermarkets and specialty shops","easy access to groceries, restaurants/cafes, fitness centers, healthcare; uses supermarkets and specialty shops",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to reliable internet, health care, public transportation; uses online banking/shopping/entertainment; nearby hospital for check-ups","access to reliable internet, health care, public transportation; uses online banking/shopping/entertainment; nearby hospital for check-ups",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants, entertainment; extensive public transport network","good access to healthcare, groceries, restaurants, entertainment; extensive public transport network",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to transit, groceries, cafes/restaurants, entertainment; uses online shopping/banking/healthcare; limited suburban amenities","good access to transit, groceries, cafes/restaurants, entertainment; uses online shopping/banking/healthcare; limited suburban amenities",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Walkable access to groceries, pharmacies, cafes, restaurants; uses streaming/digital news/online shopping","walkable access to groceries, pharmacies, cafes, restaurants; uses streaming/digital news/online shopping",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, grocery stores, recreational areas; near parks, community center, restaurants","good access to healthcare, grocery stores, recreational areas; near parks, community center, restaurants",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"shops/restaurants within walking distance; access to public transport (subway); building amenities (gym, security)","shops/restaurants within walking distance; access to public transport (subway); building amenities (gym, security)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Reliable healthcare via local hospital and online doctor; easy access to groceries/restaurants/cafes; streaming subscriptions,reliable healthcare via local hospital and online doctor; easy access to groceries/restaurants/cafes; streaming subscriptions,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants/cafes, entertainment; gym membership; nearby park","good access to healthcare, groceries, restaurants/cafes, entertainment; gym membership; nearby park",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, shopping, restaurants, entertainment, parks","good access to healthcare, shopping, restaurants, entertainment, parks",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Community center (playground/after-school programs), grocery store, pharmacy, restaurants/cafes; easy access to public transportation","community center (playground/after-school programs), grocery store, pharmacy, restaurants/cafes; easy access to public transportation",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to groceries, cafes/restaurants, hospitals, entertainment; building gym and rooftop garden","good access to groceries, cafes/restaurants, hospitals, entertainment; building gym and rooftop garden",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Nearby grocery store, pharmacy, community center, park; access to primary care clinic and hospital; reliable extensive public transportation","nearby grocery store, pharmacy, community center, park; access to primary care clinic and hospital; reliable extensive public transportation",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, groceries, restaurants/cafes, cultural venues, parks; gym membership; uses online delivery services","easy access to healthcare, groceries, restaurants/cafes, cultural venues, parks; gym membership; uses online delivery services",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to transit, groceries, restaurants/coffee shops, cultural venues, gym, and healthcare nearby","easy access to transit, groceries, restaurants/coffee shops, cultural venues, gym, and healthcare nearby",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, groceries, restaurants, museums/theaters; values walking distance","easy access to healthcare, groceries, restaurants, museums/theaters; values walking distance",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, libraries, cultural/community and recreational facilities","good access to healthcare, groceries, libraries, cultural/community and recreational facilities",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare via employer insurance; uses community clinic; pediatrician for daughter; access to public schools, libraries, community centers, parks, grocery stores, restaurants","good access to healthcare via employer insurance; uses community clinic; pediatrician for daughter; access to public schools, libraries, community centers, parks, grocery stores, restaurants",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, gyms, restaurants/cafes, cultural venues; uses online shopping/banking/food delivery","easy access to healthcare, gyms, restaurants/cafes, cultural venues; uses online shopping/banking/food delivery",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Near community centers/parks/recreation; good healthcare access (nearby hospital and clinics); uses public transit; gym membership,near community centers/parks/recreation; good healthcare access (nearby hospital and clinics); uses public transit; gym membership,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Generally good access to public transportation, grocery stores, restaurants, entertainment; uses online platforms for food/shopping/booking; uses mobile banking/payment apps","generally good access to public transportation, grocery stores, restaurants, entertainment; uses online platforms for food/shopping/booking; uses mobile banking/payment apps",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Employer health insurance; access to education (community college/online/workshops); abundant entertainment/leisure options,employer health insurance; access to education (community college/online/workshops); abundant entertainment/leisure options,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Nearby grocery stores, restaurants, healthcare facilities, community centers; above-average public schools; community programs (tutoring, youth sports)","nearby grocery stores, restaurants, healthcare facilities, community centers; above-average public schools; community programs (tutoring, youth sports)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to public transportation, groceries, restaurants/cafes, cultural venues","good access to public transportation, groceries, restaurants/cafes, cultural venues",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants, parks, cultural attractions; near community center","good access to healthcare, groceries, restaurants, parks, cultural attractions; near community center",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Broad access to healthcare, education, libraries, community centers, recreational facilities; hospital 10-minute walk; clinics nearby; child attends nearby public school","broad access to healthcare, education, libraries, community centers, recreational facilities; hospital 10-minute walk; clinics nearby; child attends nearby public school",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants, entertainment, and public transportation","good access to healthcare, groceries, restaurants, entertainment, and public transportation",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants, cultural venues, public transportation; walkable; parks nearby","good access to healthcare, groceries, restaurants, cultural venues, public transportation; walkable; parks nearby",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to healthcare via job insurance, grocery stores, parks, cultural events; uses local services (dry cleaners, cafes); attends community events","access to healthcare via job insurance, grocery stores, parks, cultural events; uses local services (dry cleaners, cafes); attends community events",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to healthcare, education, entertainment; gym membership; uses parks/cultural venues","high access to healthcare, education, entertainment; gym membership; uses parks/cultural venues",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to public transportation, grocery stores, healthcare facilities, parks; nearby community clinic and primary care physician","good access to public transportation, grocery stores, healthcare facilities, parks; nearby community clinic and primary care physician",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Nearby grocery store, coffee shops, gym, community center (classes/workshops); uses local libraries and healthcare facilities","nearby grocery store, coffee shops, gym, community center (classes/workshops); uses local libraries and healthcare facilities",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to grocery store, pharmacy, community center, parks; hospital 15-minute drive; uses community health clinic; has workplace health insurance; daycare and school nearby","access to grocery store, pharmacy, community center, parks; hospital 15-minute drive; uses community health clinic; has workplace health insurance; daycare and school nearby",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to public transportation, grocery stores, healthcare providers, educational institutions, parks, community center, gardens, clinics, pharmacies","easy access to public transportation, grocery stores, healthcare providers, educational institutions, parks, community center, gardens, clinics, pharmacies",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, education, and entertainment; nearby hospital and clinic","good access to healthcare, education, and entertainment; nearby hospital and clinic",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (implied by Han Chinese name/background); unspecified city,urban china (implied by han chinese name/background); unspecified city,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban U.S. city context (e.g., subway/bus, 'Asian American/Chinese American')","urban u.s. city context (e.g., subway/bus, 'asian american/chinese american')",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban Chinese context (Han Chinese; Chinese name); unspecified city,urban chinese context (han chinese; chinese name); unspecified city,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting; no specific city/country named,downtown urban setting; no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Major urban center/downtown in the U.S. context (Mexican-American; subway/bus commuting),major urban center/downtown in the u.s. context (mexican-american; subway/bus commuting),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely US urban context (Chinese-American; salary in USD; subway/bus),likely us urban context (chinese-american; salary in usd; subway/bus),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting with subway/bus system; no specific city/country named,downtown urban setting with subway/bus system; no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Cosmopolitan city in China; city center; provincial-town roots; mentions China as developing nation,cosmopolitan city in china; city center; provincial-town roots; mentions china as developing nation,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Medium-sized city in the northeastern United States,medium-sized city in the northeastern united states,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban US context (Indian American; subway/bus; bike-share; ride-share),urban us context (indian american; subway/bus; bike-share; ride-share),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely Canada (RRSP mentioned); otherwise unspecified modern bustling city,likely canada (rrsp mentioned); otherwise unspecified modern bustling city,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting; city not named; Chinese cultural background specified,downtown urban setting; city not named; chinese cultural background specified,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown city setting with metro/bus system; no specific city/country named,urban downtown city setting with metro/bus system; no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Generic downtown urban setting with diverse immigrant populations (no specific city/country named),generic downtown urban setting with diverse immigrant populations (no specific city/country named),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban core/city center setting; culturally Chinese-American community involvement (e.g., Chinese New Year parade)","urban core/city center setting; culturally chinese-american community involvement (e.g., chinese new year parade)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city center (unspecified city/country); Chinese cultural specificity via heritage activities,urban city center (unspecified city/country); chinese cultural specificity via heritage activities,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China context implied by Han Chinese identity and name Li Wei; no specific city named,urban china context implied by han chinese identity and name li wei; no specific city named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Chinese-American; downtown high-rise; subway; apps/ride-share),urban u.s. context implied (chinese-american; downtown high-rise; subway; apps/ride-share),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Major city in China (not named); downtown urban setting,major city in china (not named); downtown urban setting,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Chinese-American; subway/bus; downtown high-rise),urban u.s. context implied (chinese-american; subway/bus; downtown high-rise),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. downtown context (Chinese-American; subway/bus; 'downtown'),urban u.s. downtown context (chinese-american; subway/bus; 'downtown'),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban US context (Chinese American; downtown high-rise; subway/light rail); participates in Chinese New Year celebrations,urban us context (chinese american; downtown high-rise; subway/light rail); participates in chinese new year celebrations,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,China; RMB currency; major city with suburban area and city center,china; rmb currency; major city with suburban area and city center,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Shanghai, China (major Chinese city)","shanghai, china (major chinese city)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban Chinese context implied (Han Chinese name/background), but no specific city/country stated","urban chinese context implied (han chinese name/background), but no specific city/country stated",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban city center context; likely Chinese cultural setting suggested by name/ethnicity, but no specific city/country named","urban city center context; likely chinese cultural setting suggested by name/ethnicity, but no specific city/country named",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban setting with cultural/entertainment venues; Chinese background; no specific city named,urban setting with cultural/entertainment venues; chinese background; no specific city named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban area near downtown; Chinese cultural/linguistic marker present (健身房); no specific city/country named,urban area near downtown; chinese cultural/linguistic marker present (健身房); no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city context with subway/bus; Spanish-English bilingual Hispanic/Latina cultural context (no specific city/country named),urban city context with subway/bus; spanish-english bilingual hispanic/latina cultural context (no specific city/country named),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Chinese city; celebrates Chinese holidays (Spring Festival, Mid-Autumn Festival)","chinese city; celebrates chinese holidays (spring festival, mid-autumn festival)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Mexican-American; food stamps; ride-sharing; city bus system),urban u.s. context implied (mexican-american; food stamps; ride-sharing; city bus system),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Downtown of a major city; Chinese cultural practices (cuisine, cultural festivals)","downtown of a major city; chinese cultural practices (cuisine, cultural festivals)",1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown area with subway/bus transit (suggestive of a large city),urban downtown area with subway/bus transit (suggestive of a large city),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely U.S. urban context (mentions African American; salary in USD; subway/bus city center),likely u.s. urban context (mentions african american; salary in usd; subway/bus city center),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown city setting; Mexican cultural background; no specific city/country named,urban downtown city setting; mexican cultural background; no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city center/high-rise context; culturally Chinese; no specific city/country named,urban city center/high-rise context; culturally chinese; no specific city/country named,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city neighborhood; Mexican cultural traditions/holidays/fiestas,urban city neighborhood; mexican cultural traditions/holidays/fiestas,1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese background from Guangdong province; urban downtown mixed-use area (city unspecified),chinese background from guangdong province; urban downtown mixed-use area (city unspecified),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban area with subway/bus system; multicultural neighborhood; Mexican cultural connection (no specific city named),urban area with subway/bus system; multicultural neighborhood; mexican cultural connection (no specific city named),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city-center setting; Chinese cultural background (no specific city/country named),urban city-center setting; chinese cultural background (no specific city/country named),1,77,1.30
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (city center high-rise; Han Chinese; traditional Chinese culture),urban china (city center high-rise; han chinese; traditional chinese culture),1,77,1.30
