service_provider,service_model,theme_field,theme_value,normalised_theme_value,count,total_model_runs,percentage
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, education, shopping, restaurants, entertainment; uses online platforms and physical stores","easy access to healthcare, education, shopping, restaurants, entertainment; uses online platforms and physical stores",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare (15-minute walk), groceries, cafes/restaurants, cultural institutions, entertainment venues","easy access to healthcare (15-minute walk), groceries, cafes/restaurants, cultural institutions, entertainment venues",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Seamless access to healthcare, groceries, restaurants/cafes, cultural venues; uses local gym; community events","seamless access to healthcare, groceries, restaurants/cafes, cultural venues; uses local gym; community events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Reliable access to healthcare (pediatrician, GP, hospital) and community services (early childhood education, after-school programs)","reliable access to healthcare (pediatrician, gp, hospital) and community services (early childhood education, after-school programs)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, education, transit; family doctor; community health centers; libraries/community centers/parks","good access to healthcare, education, transit; family doctor; community health centers; libraries/community centers/parks",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants/cafes, parks; gym membership; uses libraries and cultural centers","good access to healthcare, groceries, restaurants/cafes, parks; gym membership; uses libraries and cultural centers",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to restaurants, coffee shops, grocery stores, fitness centers; uses meal delivery, ride-sharing, online grocery shopping","easy access to restaurants, coffee shops, grocery stores, fitness centers; uses meal delivery, ride-sharing, online grocery shopping",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to groceries, restaurants/cafes, healthcare, entertainment, parks, cultural/educational institutions","easy access to groceries, restaurants/cafes, healthcare, entertainment, parks, cultural/educational institutions",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to public transportation, restaurants/cafes, gyms, entertainment, grocery/convenience stores, parks/recreation","good access to public transportation, restaurants/cafes, gyms, entertainment, grocery/convenience stores, parks/recreation",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to groceries, restaurants/cafes, gyms, healthcare; uses online services (grocery delivery, streaming)","easy access to groceries, restaurants/cafes, gyms, healthcare; uses online services (grocery delivery, streaming)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to urban services: grocery stores, coffee shops, restaurants; building gym/yoga; nearby hospital and primary care clinics","access to urban services: grocery stores, coffee shops, restaurants; building gym/yoga; nearby hospital and primary care clinics",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to transit, groceries, healthcare, entertainment; within 15-minute walk to supermarket, community hospital, park; nearby cafes/restaurants","good access to transit, groceries, healthcare, entertainment; within 15-minute walk to supermarket, community hospital, park; nearby cafes/restaurants",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, groceries, museums/theaters/parks; uses online shopping/banking/entertainment","easy access to healthcare, groceries, museums/theaters/parks; uses online shopping/banking/entertainment",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Direct access to healthcare, schools, grocery stores, parks; uses hospital and daycare","direct access to healthcare, schools, grocery stores, parks; uses hospital and daycare",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to healthcare, education, parks, community center, libraries, recreational facilities; pediatrician within walking distance","access to healthcare, education, parks, community center, libraries, recreational facilities; pediatrician within walking distance",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Near healthcare, groceries, education, recreation; access to public and private healthcare; uses digital platforms for shopping/services","near healthcare, groceries, education, recreation; access to public and private healthcare; uses digital platforms for shopping/services",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare (clinic, hospital), groceries, pharmacies, restaurants/cafes, parks, libraries, cultural centers, community events; apartment complex gym","good access to healthcare (clinic, hospital), groceries, pharmacies, restaurants/cafes, parks, libraries, cultural centers, community events; apartment complex gym",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to transit, groceries, restaurants, healthcare; uses online delivery/services; uses public Wi‑Fi in cafes/libraries","good access to transit, groceries, restaurants, healthcare; uses online delivery/services; uses public wi‑fi in cafes/libraries",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare (2–3 hospitals within 10 minutes by subway), groceries, cafes/restaurants, parks","good access to healthcare (2–3 hospitals within 10 minutes by subway), groceries, cafes/restaurants, parks",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Community center (after-school programs, yoga), libraries, public health clinic, community garden; bus system","community center (after-school programs, yoga), libraries, public health clinic, community garden; bus system",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare (nearby hospital/clinics), pharmacy, online health services; gym membership; grocery stores within walking distance","good access to healthcare (nearby hospital/clinics), pharmacy, online health services; gym membership; grocery stores within walking distance",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, grocery stores, restaurants, and cultural venues","easy access to healthcare, grocery stores, restaurants, and cultural venues",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, education, public services; near community center, grocery store, park; transit access to supermarkets/medical/cultural events","good access to healthcare, education, public services; near community center, grocery store, park; transit access to supermarkets/medical/cultural events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to grocery stores, cafes, restaurants, public transportation; local gym; community gardening project","good access to grocery stores, cafes, restaurants, public transportation; local gym; community gardening project",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to high-speed internet, cable TV, subscriptions; online shopping/banking/bills; parks/recreation/cultural venues nearby","easy access to high-speed internet, cable tv, subscriptions; online shopping/banking/bills; parks/recreation/cultural venues nearby",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to community center, grocery stores, schools, parks, transit hubs; healthcare via hospital and community clinic","access to community center, grocery stores, schools, parks, transit hubs; healthcare via hospital and community clinic",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Walking distance to groceries, cafes/restaurants, gym, community center, parks; hospitals/clinics within short drive","walking distance to groceries, cafes/restaurants, gym, community center, parks; hospitals/clinics within short drive",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Walkable groceries/restaurants/cafes; gym in building; community health clinic; uses on-demand food delivery and laundry,walkable groceries/restaurants/cafes; gym in building; community health clinic; uses on-demand food delivery and laundry,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to healthcare, education, entertainment; uses community center, parks, recreational facilities","high access to healthcare, education, entertainment; uses community center, parks, recreational facilities",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, education, shopping, dining, entertainment; employer-provided health insurance; nearby clinic for check-ups","easy access to healthcare, education, shopping, dining, entertainment; employer-provided health insurance; nearby clinic for check-ups",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to public transportation, grocery stores, schools, parks, community centers; library membership; community events/programs","good access to public transportation, grocery stores, schools, parks, community centers; library membership; community events/programs",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to groceries, restaurants/cafes, fitness centers, healthcare; uses supermarkets and specialty shops","easy access to groceries, restaurants/cafes, fitness centers, healthcare; uses supermarkets and specialty shops",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to reliable internet, health care, public transportation; uses online banking/shopping/entertainment; nearby hospital for check-ups","access to reliable internet, health care, public transportation; uses online banking/shopping/entertainment; nearby hospital for check-ups",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, groceries, restaurants, entertainment; extensive public transport network","good access to healthcare, groceries, restaurants, entertainment; extensive public transport network",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to transit, groceries, cafes/restaurants, entertainment; uses online shopping/banking/healthcare; limited suburban amenities","good access to transit, groceries, cafes/restaurants, entertainment; uses online shopping/banking/healthcare; limited suburban amenities",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Walkable access to groceries, pharmacies, cafes, restaurants; uses streaming/digital news/online shopping","walkable access to groceries, pharmacies, cafes, restaurants; uses streaming/digital news/online shopping",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (implied by Han Chinese name/background); unspecified city,urban china (implied by han chinese name/background); unspecified city,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban U.S. city context (e.g., subway/bus, 'Asian American/Chinese American')","urban u.s. city context (e.g., subway/bus, 'asian american/chinese american')",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban Chinese context (Han Chinese; Chinese name); unspecified city,urban chinese context (han chinese; chinese name); unspecified city,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting; no specific city/country named,downtown urban setting; no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Major urban center/downtown in the U.S. context (Mexican-American; subway/bus commuting),major urban center/downtown in the u.s. context (mexican-american; subway/bus commuting),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely US urban context (Chinese-American; salary in USD; subway/bus),likely us urban context (chinese-american; salary in usd; subway/bus),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting with subway/bus system; no specific city/country named,downtown urban setting with subway/bus system; no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Cosmopolitan city in China; city center; provincial-town roots; mentions China as developing nation,cosmopolitan city in china; city center; provincial-town roots; mentions china as developing nation,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Medium-sized city in the northeastern United States,medium-sized city in the northeastern united states,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban US context (Indian American; subway/bus; bike-share; ride-share),urban us context (indian american; subway/bus; bike-share; ride-share),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely Canada (RRSP mentioned); otherwise unspecified modern bustling city,likely canada (rrsp mentioned); otherwise unspecified modern bustling city,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown urban setting; city not named; Chinese cultural background specified,downtown urban setting; city not named; chinese cultural background specified,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown city setting with metro/bus system; no specific city/country named,urban downtown city setting with metro/bus system; no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Generic downtown urban setting with diverse immigrant populations (no specific city/country named),generic downtown urban setting with diverse immigrant populations (no specific city/country named),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban core/city center setting; culturally Chinese-American community involvement (e.g., Chinese New Year parade)","urban core/city center setting; culturally chinese-american community involvement (e.g., chinese new year parade)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city center (unspecified city/country); Chinese cultural specificity via heritage activities,urban city center (unspecified city/country); chinese cultural specificity via heritage activities,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China context implied by Han Chinese identity and name Li Wei; no specific city named,urban china context implied by han chinese identity and name li wei; no specific city named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Chinese-American; downtown high-rise; subway; apps/ride-share),urban u.s. context implied (chinese-american; downtown high-rise; subway; apps/ride-share),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Major city in China (not named); downtown urban setting,major city in china (not named); downtown urban setting,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Chinese-American; subway/bus; downtown high-rise),urban u.s. context implied (chinese-american; subway/bus; downtown high-rise),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. downtown context (Chinese-American; subway/bus; 'downtown'),urban u.s. downtown context (chinese-american; subway/bus; 'downtown'),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban US context (Chinese American; downtown high-rise; subway/light rail); participates in Chinese New Year celebrations,urban us context (chinese american; downtown high-rise; subway/light rail); participates in chinese new year celebrations,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,China; RMB currency; major city with suburban area and city center,china; rmb currency; major city with suburban area and city center,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Shanghai, China (major Chinese city)","shanghai, china (major chinese city)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban Chinese context implied (Han Chinese name/background), but no specific city/country stated","urban chinese context implied (han chinese name/background), but no specific city/country stated",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Urban city center context; likely Chinese cultural setting suggested by name/ethnicity, but no specific city/country named","urban city center context; likely chinese cultural setting suggested by name/ethnicity, but no specific city/country named",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban setting with cultural/entertainment venues; Chinese background; no specific city named,urban setting with cultural/entertainment venues; chinese background; no specific city named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban area near downtown; Chinese cultural/linguistic marker present (健身房); no specific city/country named,urban area near downtown; chinese cultural/linguistic marker present (健身房); no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city context with subway/bus; Spanish-English bilingual Hispanic/Latina cultural context (no specific city/country named),urban city context with subway/bus; spanish-english bilingual hispanic/latina cultural context (no specific city/country named),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Chinese city; celebrates Chinese holidays (Spring Festival, Mid-Autumn Festival)","chinese city; celebrates chinese holidays (spring festival, mid-autumn festival)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Mexican-American; food stamps; ride-sharing; city bus system),urban u.s. context implied (mexican-american; food stamps; ride-sharing; city bus system),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Downtown of a major city; Chinese cultural practices (cuisine, cultural festivals)","downtown of a major city; chinese cultural practices (cuisine, cultural festivals)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown area with subway/bus transit (suggestive of a large city),urban downtown area with subway/bus transit (suggestive of a large city),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely U.S. urban context (mentions African American; salary in USD; subway/bus city center),likely u.s. urban context (mentions african american; salary in usd; subway/bus city center),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban downtown city setting; Mexican cultural background; no specific city/country named,urban downtown city setting; mexican cultural background; no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city center/high-rise context; culturally Chinese; no specific city/country named,urban city center/high-rise context; culturally chinese; no specific city/country named,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city neighborhood; Mexican cultural traditions/holidays/fiestas,urban city neighborhood; mexican cultural traditions/holidays/fiestas,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese background from Guangdong province; urban downtown mixed-use area (city unspecified),chinese background from guangdong province; urban downtown mixed-use area (city unspecified),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban area with subway/bus system; multicultural neighborhood; Mexican cultural connection (no specific city named),urban area with subway/bus system; multicultural neighborhood; mexican cultural connection (no specific city named),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city-center setting; Chinese cultural background (no specific city/country named),urban city-center setting; chinese cultural background (no specific city/country named),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (city center high-rise; Han Chinese; traditional Chinese culture),urban china (city center high-rise; han chinese; traditional chinese culture),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Downtown Los Angeles; Vietnamese-American; participates in cultural festivals,downtown los angeles; vietnamese-american; participates in cultural festivals,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Major US city context (subway, 'White American', major city downtown/heart)","major us city context (subway, 'white american', major city downtown/heart)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (RMB income; Han Chinese; large central-city district),urban china (rmb income; han chinese; large central-city district),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban China (RMB salary; Han Chinese; Chinese art),urban china (rmb salary; han chinese; chinese art),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied (Chinese-American; downtown/central district; subway/bus),urban u.s. context implied (chinese-american; downtown/central district; subway/bus),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely a US urban downtown context (Chinese-American; rent in dollars; subway/bus),likely a us urban downtown context (chinese-american; rent in dollars; subway/bus),1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Vibrant diverse urban downtown; modern architecture, nightlife, cultural attractions; mixed residential/commercial/recreational; parks and cultural sites within walking distance","vibrant diverse urban downtown; modern architecture, nightlife, cultural attractions; mixed residential/commercial/recreational; parks and cultural sites within walking distance",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Crowded city streets, busy public transport, diverse cultures/people; enjoys vibrant street life and cultural events; experiences hustle and bustle","crowded city streets, busy public transport, diverse cultures/people; enjoys vibrant street life and cultural events; experiences hustle and bustle",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern well-furnished apartment; parks/cafes/cultural events; routine includes jogging, subway commute, 9–6 work, networking events","modern well-furnished apartment; parks/cafes/cultural events; routine includes jogging, subway commute, 9–6 work, networking events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Vibrant diverse urban neighborhood with modern/historic buildings, green spaces, cultural events, street art, local businesses; participates in community events","vibrant diverse urban neighborhood with modern/historic buildings, green spaces, cultural events, street art, local businesses; participates in community events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Bustling, diverse urban neighborhood; mixed residential/commercial/cultural; museums, galleries, live music; building amenities (fitness center, community garden, rooftop deck)","bustling, diverse urban neighborhood; mixed residential/commercial/cultural; museums, galleries, live music; building amenities (fitness center, community garden, rooftop deck)",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Bustling urban area with offices/retail/restaurants; vibrant nightlife; immediate neighborhood quiet and family-friendly with parks/playgrounds; frequents coffee shops/bookstores,bustling urban area with offices/retail/restaurants; vibrant nightlife; immediate neighborhood quiet and family-friendly with parks/playgrounds; frequents coffee shops/bookstores,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Downtown urban routine with early mornings, subway commute, startup late hours, 24-hour deli/bakery nearby; evenings with TV/reading/online hobbies","downtown urban routine with early mornings, subway commute, startup late hours, 24-hour deli/bakery nearby; evenings with tv/reading/online hobbies",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Bustling metropolis; mix of traditional/modern architecture; vibrant area with shops/cafes/green spaces; interacts with diverse people,bustling metropolis; mix of traditional/modern architecture; vibrant area with shops/cafes/green spaces; interacts with diverse people,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Bustling urban neighborhood with diversity and modern conveniences; apartment overlooks a busy street; nearby park,bustling urban neighborhood with diversity and modern conveniences; apartment overlooks a busy street; nearby park,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Bustling urban area with green spaces; diverse community with cultural events/nightlife; interacts with neighbors and community events; diverse cuisines/languages/festivals,bustling urban area with green spaces; diverse community with cultural events/nightlife; interacts with neighbors and community events; diverse cuisines/languages/festivals,1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Urban neighborhood with modern high-rises, boutiques, historic architecture; diverse area with international cuisines and cultural events; noise pollution and traffic congestion","urban neighborhood with modern high-rises, boutiques, historic architecture; diverse area with international cuisines and cultural events; noise pollution and traffic congestion",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern, bustling, cosmopolitan city environment with busy streets, quiet residential areas, green spaces; frequents cafes, parks, cultural events","modern, bustling, cosmopolitan city environment with busy streets, quiet residential areas, green spaces; frequents cafes, parks, cultural events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Bustling downtown/vibrant neighborhood; routine includes train commute, office and home office work; explores neighborhoods; attends festivals; community sustainability/urban development involvement","bustling downtown/vibrant neighborhood; routine includes train commute, office and home office work; explores neighborhoods; attends festivals; community sustainability/urban development involvement",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Vibrant, highly walkable urban area; diverse neighborhoods; historical/modern architecture; cosmopolitan interactions","vibrant, highly walkable urban area; diverse neighborhoods; historical/modern architecture; cosmopolitan interactions",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Vibrant, diverse urban neighborhood with parks, restaurants, shops; community events; city center social life","vibrant, diverse urban neighborhood with parks, restaurants, shops; community events; city center social life",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Bustling city center; mixed residential/commercial; diverse neighborhood; nightlife, restaurants, cultural events; near malls/supermarkets/community centers","bustling city center; mixed residential/commercial; diverse neighborhood; nightlife, restaurants, cultural events; near malls/supermarkets/community centers",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern office in city center; vibrant diverse neighborhood near transit with restaurants/cafes/shops; leisure in parks, museums, cultural events, concerts, coffee shops","modern office in city center; vibrant diverse neighborhood near transit with restaurants/cafes/shops; leisure in parks, museums, cultural events, concerts, coffee shops",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern well-maintained apartment; building has 24-hour security, gym, community room; vibrant neighborhood with mixed-use buildings, diverse food scene, cultural events, nightlife; parks/green spaces; spends evenings at cafes/community events","modern well-maintained apartment; building has 24-hour security, gym, community room; vibrant neighborhood with mixed-use buildings, diverse food scene, cultural events, nightlife; parks/green spaces; spends evenings at cafes/community events",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Busy downtown urban environment; routine includes coffee/snack, subway commute, parks/museums/restaurants on weekends; tidy home; evenings reading/movies/online gaming","busy downtown urban environment; routine includes coffee/snack, subway commute, parks/museums/restaurants on weekends; tidy home; evenings reading/movies/online gaming",1,47,2.13
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Bustling downtown urban setting; high-rise living; routine includes subway commute, 9–6 work, gym/fitness class; weekends at restaurants, parks, nearby lake","bustling downtown urban setting; high-rise living; routine includes subway commute, 9–6 work, gym/fitness class; weekends at restaurants, parks, nearby lake",1,47,2.13
