service_provider,service_model,theme_field,theme_value,normalised_theme_value,count,total_model_runs,percentage
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed internet; reliable healthcare; quality education; uses digital tools/apps,high-speed internet; reliable healthcare; quality education; uses digital tools/apps,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, schools, and local amenities","easy access to healthcare, schools, and local amenities",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to high-speed internet, advanced technology, and quality healthcare services","high access to high-speed internet, advanced technology, and quality healthcare services",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Good access to healthcare, education, technology; high-quality public schools; well-developed transportation network","good access to healthcare, education, technology; high-quality public schools; well-developed transportation network",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to tech services (cloud computing, data analytics, cybersecurity); subscribes to professional development resources; uses advanced tools for household/business","access to tech services (cloud computing, data analytics, cybersecurity); subscribes to professional development resources; uses advanced tools for household/business",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High-speed internet, local healthcare facilities, public transportation; community programs/events","high-speed internet, local healthcare facilities, public transportation; community programs/events",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Top-tier healthcare; private medical services; state-of-the-art fitness facilities; community organizations,top-tier healthcare; private medical services; state-of-the-art fitness facilities; community organizations,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Full access to high-speed internet, advanced healthcare, and local amenities/cultural events","full access to high-speed internet, advanced healthcare, and local amenities/cultural events",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Comprehensive access; high-speed internet; cloud computing; specialized IT support,comprehensive access; high-speed internet; cloud computing; specialized it support,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Excellent public schools, healthcare facilities, recreational amenities; high-speed internet; streaming services; subscription software tools","excellent public schools, healthcare facilities, recreational amenities; high-speed internet; streaming services; subscription software tools",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to top-tier healthcare, high-speed internet, advanced technology products","access to top-tier healthcare, high-speed internet, advanced technology products",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Excellent access to high-speed internet, tech products/services, and top-tier healthcare; subscriptions to magazines/reports and streaming services","excellent access to high-speed internet, tech products/services, and top-tier healthcare; subscriptions to magazines/reports and streaming services",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Premium tech services; high-speed internet; advanced communication tools; web conferencing and virtual assistants,premium tech services; high-speed internet; advanced communication tools; web conferencing and virtual assistants,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Excellent access to healthcare via employer benefits; access to education options; community services; tech meetups/events,excellent access to healthcare via employer benefits; access to education options; community services; tech meetups/events,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed (fiber) internet; private healthcare and regular check-ups; education preferences noted,high-speed (fiber) internet; private healthcare and regular check-ups; education preferences noted,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to healthcare, education, and technology services; premium healthcare; high-speed internet","high access to healthcare, education, and technology services; premium healthcare; high-speed internet",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Excellent access to healthcare, education, and technology services; professional networks/organizations","excellent access to healthcare, education, and technology services; professional networks/organizations",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed internet; multiple smartphones; smart home devices; premium streaming; cloud storage,high-speed internet; multiple smartphones; smart home devices; premium streaming; cloud storage,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to high-speed internet, schools, healthcare, recreational facilities; professional development platforms/online resources","access to high-speed internet, schools, healthcare, recreational facilities; professional development platforms/online resources",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,World-class healthcare; top-tier education for children; unlimited internet; high-end office equipment,world-class healthcare; top-tier education for children; unlimited internet; high-end office equipment,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Easy access to healthcare, quality schools, and community resources; sees family doctor and specialist routinely","easy access to healthcare, quality schools, and community resources; sees family doctor and specialist routinely",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High-speed internet; premium health services (trainer, nutritionist, clinic); subscriptions to streaming/education platforms","high-speed internet; premium health services (trainer, nutritionist, clinic); subscriptions to streaming/education platforms",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to top-tier healthcare, private medical facilities, and advanced technology services","high access to top-tier healthcare, private medical facilities, and advanced technology services",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High-speed internet, cable TV, strong mobile data plan; uses cloud services","high-speed internet, cable tv, strong mobile data plan; uses cloud services",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Extensive access to top-tier healthcare, technology, and educational resources","extensive access to top-tier healthcare, technology, and educational resources",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed internet; 24/7 on-demand medical care; luxury fitness/wellness facilities; tech/productivity app subscriptions,high-speed internet; 24/7 on-demand medical care; luxury fitness/wellness facilities; tech/productivity app subscriptions,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed internet; advanced software tools; cloud services; teleconferencing/video chat,high-speed internet; advanced software tools; cloud services; teleconferencing/video chat,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,High-speed internet; advanced mobile technology; personal assistant,high-speed internet; advanced mobile technology; personal assistant,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Top-tier healthcare; membership at a private hospital in Beijing; uses digital health apps,top-tier healthcare; membership at a private hospital in beijing; uses digital health apps,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Full access to high-speed internet, tech gadgets, and cloud/video conferencing/productivity subscriptions","full access to high-speed internet, tech gadgets, and cloud/video conferencing/productivity subscriptions",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"High access to advanced healthcare, top schools, cultural/recreational activities; high-speed internet","high access to advanced healthcare, top schools, cultural/recreational activities; high-speed internet",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Extensive access to high-speed internet, cloud storage, local tech resources; on-site amenities incl. gym, daycare, health clinics","extensive access to high-speed internet, cloud storage, local tech resources; on-site amenities incl. gym, daycare, health clinics",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Extensive access to high-quality healthcare; personal health advisor; team of specialists; latest medical advancements,extensive access to high-quality healthcare; personal health advisor; team of specialists; latest medical advancements,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Access to high-quality healthcare, excellent public schools, shopping/recreation; also public transportation and rideshare","access to high-quality healthcare, excellent public schools, shopping/recreation; also public transportation and rideshare",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,"Excellent access to healthcare (nearby hospital/clinics) and education options (public schools, STEM magnet); good tech infrastructure","excellent access to healthcare (nearby hospital/clinics) and education options (public schools, stem magnet); good tech infrastructure",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,access_to_services_value,Quality healthcare via employer plan plus private insurance; children in private schools; entertainment subscriptions and local cultural events,quality healthcare via employer plan plus private insurance; children in private schools; entertainment subscriptions and local cultural events,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,China; Chinese cuisine; bustling city center,china; chinese cuisine; bustling city center,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Major metropolitan city; references to Silicon Valley, Tokyo; Chinese-American background","major metropolitan city; references to silicon valley, tokyo; chinese-american background",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburban middle-class neighborhood; Mexican-American background (likely US context),suburban middle-class neighborhood; mexican-american background (likely us context),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Greater Boston / Boston area; Chinese-American background,greater boston / boston area; chinese-american background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (implied by 'Chinese-American' and Stanford University); suburban setting; unspecified city,united states (implied by 'chinese-american' and stanford university); suburban setting; unspecified city,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Shanghai; Chinese background; education at Tsinghua; multilingual (Mandarin/English, basic Japanese)","shanghai; chinese background; education at tsinghua; multilingual (mandarin/english, basic japanese)",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,American; suburbs of a major metropolitan area,american; suburbs of a major metropolitan area,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban city setting; Chinese background; travel to major tech hubs (not named),urban city setting; chinese background; travel to major tech hubs (not named),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,San Francisco; Stanford University; Indian-American background,san francisco; stanford university; indian-american background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Silicon Valley tech hub; grew up in suburb of major city; culturally diverse neighborhood,silicon valley tech hub; grew up in suburb of major city; culturally diverse neighborhood,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Lives in a suburban area near a tech hub (location not specified); Chinese cultural background,lives in a suburban area near a tech hub (location not specified); chinese cultural background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Urban U.S. context implied; Vietnamese-American and bilingual English/Vietnamese,urban u.s. context implied; vietnamese-american and bilingual english/vietnamese,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,San Francisco; BART; Mexican-American cultural background; UC Berkeley and Stanford,san francisco; bart; mexican-american cultural background; uc berkeley and stanford,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Suburban home near a major metropolitan area; Mexican cultural elements (cuisine, cultural events)","suburban home near a major metropolitan area; mexican cultural elements (cuisine, cultural events)",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburban home; office park; city known for tech industry; major cities for conferences (no specific location named),suburban home; office park; city known for tech industry; major cities for conferences (no specific location named),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States suburban tech-hub context; Indian diaspora cultural ties,united states suburban tech-hub context; indian diaspora cultural ties,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,China-linked background (Mandarin; Tsinghua University); suburban outskirts of a large city (unspecified which),china-linked background (mandarin; tsinghua university); suburban outskirts of a large city (unspecified which),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese cultural background; suburban area near a city center (location not named),chinese cultural background; suburban area near a city center (location not named),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese-American; suburb of a major city near a tech hub and educational institutions,chinese-american; suburb of a major city near a tech hub and educational institutions,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Likely United States (mentions vacations within the United States; suburban commute to city center),likely united states (mentions vacations within the united states; suburban commute to city center),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Greater Seattle area; Korean-American background,greater seattle area; korean-american background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburbs of a major city (unspecified); Mexican cultural practices and bilingual Spanish/English context,suburbs of a major city (unspecified); mexican cultural practices and bilingual spanish/english context,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (implied by 'Chinese-American'); suburban mid-sized city; city center commute,united states (implied by 'chinese-american'); suburban mid-sized city; city center commute,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (implied by 'Vietnamese-American'); suburban tech corridor,united states (implied by 'vietnamese-american'); suburban tech corridor,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,San Francisco Bay Area; Stanford mentioned,san francisco bay area; stanford mentioned,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Greater Boston area; Indian-American background,greater boston area; indian-american background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Suburban area near a major city; travel to Silicon Valley, New York City, London; born/raised in a diverse neighborhood in a major city","suburban area near a major city; travel to silicon valley, new york city, london; born/raised in a diverse neighborhood in a major city",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Tech hub city in the US (implied by 'Chinese-American' and 'tech hub city'); no specific city named,tech hub city in the us (implied by 'chinese-american' and 'tech hub city'); no specific city named,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Born in Beijing, China; moved to the United States for higher education; Stanford and MIT; lives in a major city high-tech district","born in beijing, china; moved to the united states for higher education; stanford and mit; lives in a major city high-tech district",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Major city with subway/bus system; Chinese-American cultural practices (traditional Chinese meals),major city with subway/bus system; chinese-american cultural practices (traditional chinese meals),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"United States suburban context (Asian American; references to carpool lane, public schools)","united states suburban context (asian american; references to carpool lane, public schools)",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese; Ph.D. from Tsinghua University; suburban area of a major city (unspecified which),chinese; ph.d. from tsinghua university; suburban area of a major city (unspecified which),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Born/raised in New York City; later suburban area of a major city; Chinese-American cultural framing,born/raised in new york city; later suburban area of a major city; chinese-american cultural framing,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Chinese-American; greater Seattle area; education at UC Berkeley and Harvard Business School,chinese-american; greater seattle area; education at uc berkeley and harvard business school,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Eastern United States; Mexican/Latin American cultural background,eastern united states; mexican/latin american cultural background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (implied by 'Chinese-American'); suburban home and urban tech hub; travel to tech hubs/major cities,united states (implied by 'chinese-american'); suburban home and urban tech hub; travel to tech hubs/major cities,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburbs of a major (unspecified) US city; Indian cultural traditions in an Indian-American community context,suburbs of a major (unspecified) us city; indian cultural traditions in an indian-american community context,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburban affluent community; no specific country/city named,suburban affluent community; no specific country/city named,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States; tech hubs such as Silicon Valley or Boston,united states; tech hubs such as silicon valley or boston,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Suburban neighborhood; office in the city (unspecified location),suburban neighborhood; office in the city (unspecified location),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Sunnyvale, California near Silicon Valley; travels within US and internationally","sunnyvale, california near silicon valley; travels within us and internationally",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,San Francisco (tech hub area); Chinese-American background; travels to tech hubs worldwide,san francisco (tech hub area); chinese-american background; travels to tech hubs worldwide,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,American context (Indian-American; American universities; suburban neighborhood),american context (indian-american; american universities; suburban neighborhood),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (implied by 'Chinese-American'); suburban neighborhood; multinational corporate context,united states (implied by 'chinese-american'); suburban neighborhood; multinational corporate context,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Beijing; Chinese background; education at Tsinghua and Stanford; domestic/international companies,beijing; chinese background; education at tsinghua and stanford; domestic/international companies,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,American; suburban neighborhood with meetings in the city; nearby mountains/forests,american; suburban neighborhood with meetings in the city; nearby mountains/forests,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"Greater Boston area, United States; Chinese heritage; educated in US and Europe","greater boston area, united states; chinese heritage; educated in us and europe",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Tech hub near Silicon Valley; Chinese-American cultural blend (traditional Chinese values + American innovation),tech hub near silicon valley; chinese-american cultural blend (traditional chinese values + american innovation),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,Greater Bay Area; Tsinghua University; Chinese background,greater bay area; tsinghua university; chinese background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States suburban area; commutes to nearby city; Indian-American cultural background,united states suburban area; commutes to nearby city; indian-american cultural background,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,United States (Indian-American; suburban neighborhood; public schools; salary in USD),united states (indian-american; suburban neighborhood; public schools; salary in usd),1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,cultural_or_geographic_specificity_value,"United States; suburbs of major metro area (e.g., Silicon Valley); Chinese-American background","united states; suburbs of major metro area (e.g., silicon valley); chinese-american background",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern well-lit office with city view; home office with latest tech, smart home system, ergonomic furniture","modern well-lit office with city view; home office with latest tech, smart home system, ergonomic furniture",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Penthouse home office with latest tech (high-speed internet, multiple screens, collaboration tools), ergonomic furniture, natural light; urban professional social scene","penthouse home office with latest tech (high-speed internet, multiple screens, collaboration tools), ergonomic furniture, natural light; urban professional social scene",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Works from home and office; well-equipped home office (high-speed internet, multiple monitors); modern collaborative office","works from home and office; well-equipped home office (high-speed internet, multiple monitors); modern collaborative office",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Corporate office in Boston area; home office for remote work; meetings/events/networking in physical and virtual settings; nearby parks/forests for hiking,corporate office in boston area; home office for remote work; meetings/events/networking in physical and virtual settings; nearby parks/forests for hiking,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern collaborative office with latest tech including VR tools; well-equipped home office with large desk and numerous screens; suburban neighborhood home,modern collaborative office with latest tech including vr tools; well-equipped home office with large desk and numerous screens; suburban neighborhood home,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern office with state-of-the-art tech and collaborative amenities; tech-savvy home with automation for lighting/temperature/security,modern office with state-of-the-art tech and collaborative amenities; tech-savvy home with automation for lighting/temperature/security,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern tech-driven office with state-of-the-art equipment; family/community activities; social events with colleagues,modern tech-driven office with state-of-the-art equipment; family/community activities; social events with colleagues,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern high-tech office with collaborative spaces; meetings with teams/partners/experts; attends conferences/networking events,modern high-tech office with collaborative spaces; meetings with teams/partners/experts; attends conferences/networking events,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Bustling San Francisco neighborhood; home office work 9–5 with occasional HQ meetings; jogs/meditates; restaurants and cultural events,bustling san francisco neighborhood; home office work 9–5 with occasional hq meetings; jogs/meditates; restaurants and cultural events,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Home office with latest tech; high-end workstations; AV system; smart home; uses coworking spaces and smart cafes for networking,home office with latest tech; high-end workstations; av system; smart home; uses coworking spaces and smart cafes for networking,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern tech-savvy office with developers/engineers; latest hardware/software; collaborates with remote teams via video tools,modern tech-savvy office with developers/engineers; latest hardware/software; collaborates with remote teams via video tools,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Bustling urban area; modern high-rise; routine includes home office work, commuting for meetings; tech events; hobbies cooking/gardening/reading","bustling urban area; modern high-rise; routine includes home office work, commuting for meetings; tech events; hobbies cooking/gardening/reading",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Work: team of engineers/developers building tech solutions; Home: nurturing environment for daughter while balancing career,work: team of engineers/developers building tech solutions; home: nurturing environment for daughter while balancing career,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern office with collaborative/private spaces; luxury sedan commute; spacious home with garden; diverse colleagues/clients,modern office with collaborative/private spaces; luxury sedan commute; spacious home with garden; diverse colleagues/clients,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern tech-driven office with state-of-the-art equipment and collaborative culture; home is tech-savvy with smart devices and a home office,modern tech-driven office with state-of-the-art equipment and collaborative culture; home is tech-savvy with smart devices and a home office,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern office in a tech hub focused on sustainability; weekends with family/outdoor activities; community events; local tech meetups/networking,modern office in a tech hub focused on sustainability; weekends with family/outdoor activities; community events; local tech meetups/networking,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Early start (~7 AM), often works late; family time evenings/weekends; surrounded by latest tech gadgets; uses software tools for project management/communication","early start (~7 am), often works late; family time evenings/weekends; surrounded by latest tech gadgets; uses software tools for project management/communication",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,"Modern collaborative office with high-tech equipment; comfortable organized home with modern/traditional decor; leisure includes family time, basketball, cultural events, tech conferences","modern collaborative office with high-tech equipment; comfortable organized home with modern/traditional decor; leisure includes family time, basketball, cultural events, tech conferences",1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Hybrid office/home work; suburban family-oriented neighborhood with good schools and recreational facilities; local tech meetups/community service; tech conferences/hackathons,hybrid office/home work; suburban family-oriented neighborhood with good schools and recreational facilities; local tech meetups/community service; tech conferences/hackathons,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern office with state-of-the-art tech; clean organized home with smart home systems,modern office with state-of-the-art tech; clean organized home with smart home systems,1,70,1.43
huggingface,Qwen/Qwen2.5-7B-Instruct,everyday_environment_value,Modern office in a tech hub with advanced setups; home office with state-of-the-art systems; home gym; smart home system,modern office in a tech hub with advanced setups; home office with state-of-the-art systems; home gym; smart home system,1,70,1.43
